Order,Index,Topic,Argument,Words,Condition_Share,Share,Agreement,Agreement.Contacts,New
14,134,Hjælper eller skader sociale medier menneskelige relationer?,"Det er blevet påvist, at sociale medier kan føre til depression hos individer",9,1,1,50.0,50.0,1
15,194,Bør religion være involveret i politik?,Politik og religion bør lægges til side. Disse tre aspekter af livet bør IKKE følges ad: religion-stat-hær,15,1,0,100.0,100.0,0
16,167,Liv vs. valg: Bør abort være lovligt?,"Hvis folk har ret til at vælge, kan de træffe forudindtaget valg med hensyn til, hvilke fostre der skal aborteres",17,1,0,100.0,100.0,0
17,47,Skabte et guddommeligt væsen universet?,Kompleksiteten på mange af universets fænomener og interaktioner antyder tilstedeværelsen af en guddommelig skaber,14,1,0,0.0,7.2986,0
18,286,Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?,At tilpasse sig klimaforandringerne ville være hurtigere end at afværge dem,10,1,0,8.14284,28.76661,0
19,232,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,"Hvis afgørende tippepunkter nås, så kan sammenbrud af økosystemer føre til udryddelse af menneskeracen",18,1,1,100.0,36.96787,0
20,181,Bør atomkraft erstatte fossile brændstoffer?,Kerneenergi rummer langt større potentiale end fossile brændsler til at udvikle sig gennem teknologiske gennembrud og øget effektivitet,17,1,1,100.0,5.24828,0
21,216,Er det etisk forkert at spise kød?,"Smagen af kød er lækker og giver mange mennesker glæde på en måde, som vegetarisk mad ikke fuldt ud kan efterligne",20,1,0,29.12843,96.78884,0
22,115,Er stråling fra mobiltelefoner og Wi-fi skadeligt?,Effekterne fra strålinger fra mobiltelefoner og Wi-Fi er minimale ,11,1,0,100.0,26.9575,0
23,199,Bør salget af genetisk modificeret mad forbydes?,"Genetisk modificeret mad udgør en trussel mod sundheden for dem, der indtager det.",11,1,0,15.49986,85.93423,0
24,123,Er videnskab lig religion?,Videnskab er yderst dynamisk og konstant i udvikling; religioner er normalt statiske og bevarende,13,1,0,100.0,100.0,0
25,217,Er det etisk forkert at spise kød?,At indtage kød er en vigtig del af mange kulturer og religioner,11,1,0,100.0,100.0,0
26,130,Hjælper eller skader sociale medier menneskelige relationer?,Sociale medier har gjort det lettere at kommunikere og forbedret kvaliteten af kommunikationen,13,1,1,56.14435,60.12438,0
27,50,Skabte et guddommeligt væsen universet?,"Observationer af Guds skabende kraft er aftaget, efterhånden som menneskeheden har udviklet sig",11,1,0,99.80401,100.0,0
28,249,Bør alle stoffer blive legaliseret?,"Stoffer bør forblive forbudt, fordi de er sundhedsskadelige for de personer, der bruger dem",16,1,0,100.0,22.73627,0
29,152,Er moderne teknologi er en ulempe for samfundet?,"Moderne teknologi udvikler sig hurtigere end vores evne til at forstå, formulere og godkende effektive politikker, der kan beskytte os mod teknologisk skade",21,1,0,100.0,39.86243,0
30,246,Bør alle stoffer blive legaliseret?,"Hvis stoffer blev legaliseret, ville narkohandlen være mindre i stand til at fremme alvorlig kriminalitet",15,1,0,73.51173,86.89909,0
31,221,Bør brugen af plastik undgås? ,"Jo mindre plastik vi bruger, desto mindre plastik skal vi producere",12,1,1,99.92462,100.0,0
32,60,Hjælper eller skader elektroniske apparater børns udvikling?,Elektroniske enheder kan have en negativ indvirkning på børns sociale og psykologiske udvikling,9,1,0,95.82399,81.59239,0
33,37,Er Darwins evolutionsteori filosofi eller videnskab?,Darwins teori har logiske fejl og kan derfor næppe betragtes som videnskab,14,1,0,0.0,0.0,0
34,143,Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?,At blive udpeget til en magtposition ved lotteri ville efterlade mange mennesker overvældet og uforberedte,16,1,0,100.0,100.0,0
35,190,Bør religion være involveret i politik?,"Næsten alle love er baseret på moralske overbevisninger, derfor er det passende, at religiøse personer deltager i politik",20,1,0,3.92161,4.52464,0
36,113,Er stråling fra mobiltelefoner og Wi-fi skadeligt?,Mobiltelefonstråling øger gennemtrængeligheden af blod-hjerne-barrieren,10,1,0,50.0,50.0,1
37,227,Bør brugen af plastik undgås? ,"Så længe det er genanvendeligt, er der intet i vejen med plastik",12,1,0,21.28899,77.85358,0
38,56,Hjælper eller skader elektroniske apparater børns udvikling?,Elektroniske apparater hjælper børn med særlige behov med at læse og skrive ligesom andre børn,12,1,0,82.55724,60.36559,1
39,159,Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?,Ændringer i individuelle livsstile gør ingen forskel,9,1,0,10.43437,80.74814,0
40,173,Bør abort betragtes som mord?,"Da hensigten med abort er døden, bør sådanne procedurer betragtes som mord",11,1,0,0.0,0.0,0
41,24,Er mennesker fundamentalt anderledes end andre dyr?,"Mennesker har menneskelig bevidsthed, som ontologisk og fundamentalt adskiller sig fra enhver anden form for bevidsthed",16,1,0,100.0,100.0,0
42,128,Er videnskab lig religion?,"Der findes mange forskellige former for religioner, nogle ligner videnskab, mens andre ikke gør",16,1,0,81.10996,73.87355,0
43,287,Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?,Det er umuligt at stoppe klimaforandringerne og deres påvirkninger,10,1,0,0.0,0.0,0
44,164,Liv vs. valg: Bør abort være lovligt?,"Mennesker har ret til selvbestemmelse over deres krop og bør kunne træffe et eget valg om, hvad der sker med deres kroppe",21,1,0,100.0,99.92462,0
45,245,Bør alle stoffer blive legaliseret?,Det har skadet samfund i hele verden at håndhæve kriminialisering af stoffer og bør stoppes,17,1,0,50.0,71.70263,0
46,219,Er det etisk forkert at spise kød?,"At spise kød er en integreret del af menneskets natur, evolution, fysiologi og biologi, og derfor er indtagelsen af kød naturligt for menneskeheden",20,1,0,63.26015,99.08037,0
47,214,Er det etisk forkert at spise kød?,At afslutte produktionen af kød vil være nødvendigt for at imødekomme det voksende fødevarebehov hos verdens befolkning,20,1,0,100.0,13.20833,0
48,156,Er moderne teknologi er en ulempe for samfundet?,Mange samfund ville ikke være mulige uden moderne teknologi - især store urbaniserede samfund,14,1,1,99.80401,100.0,0
49,161,Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?,"Mennesker i nutidens samfund bør ændre deres livsstil, fordi livskvaliteten for kommende generationer er lige så vigtig.",19,1,1,100.0,90.15547,0
50,288,Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?,Menneskeheden har en lang historie med succesfuldt at tilpasse sig til klimaforandringer,11,1,0,100.0,92.68821,0
51,222,Bør brugen af plastik undgås? ,"Plastik bliver eksporteret, hvorfor et nedsat forbrug af plastik vil reducere CO2-emmisionen, der stammer fra transport",13,1,0,82.43663,78.45661,0
52,198,Bør sexarbejde være lovligt?,Legalisering af sexarbejde øger dets udbredelse og medfører større skade,12,1,0,100.0,72.54688,0
53,116,Er stråling fra mobiltelefoner og Wi-fi skadeligt?,"Mobiltelefoner og Wi-Fi udsender ikke-ioniserende stråling, som ikke er skadelig i små doser.",14,1,0,50.0,50.0,1
54,117,Er videnskab lig religion? ,"Videnskab og religion ligner hinanden ved, at begge er blevet brugt til at forklare menneskets oprindelse",17,1,0,50.0,50.0,0
55,119,Er videnskab lig religion?,Både videnskab og religion bruger personlige erfaringer som en måde at forstå tilværelsen på,13,1,0,83.28088,75.07962,0
56,124,Er videnskab lig religion?,"I modsætning til religion er videnskab baseret på beviser og eksperimentering, hvilket er en mere pålidelig metode til at opnå sandheden",18,1,1,100.0,100.0,0
57,180,Bør dyreforsøg forbydes?,Dyreforsøg er en effektiv metode til at teste produkter,9,1,0,100.0,12.84651,0
58,26,Er mennesker fundamentalt anderledes end andre dyr?,"Alle dyr er grundlæggende forskellige fra hinanden, og der er intet unikt ved mennesker, der adskiller dem fra dyr",19,1,0,11.88165,12.00226,0
59,212,Er det etisk forkert at spise kød?,At spise kød  indebærer for det meste en umoralsk og grusom behandling af dyr,15,1,0,80.98935,16.82653,0
60,196,Bør sexarbejde være lovligt?,Det er umuligt at udrydde sexarbejde som profession. Derfor ville det være bedre at legalisere det,18,1,0,0.0,50.0,0
61,177,Bør dyreforsøg forbydes?,"Der er foretrukne alternativer til dyreforsøg, som er mere præcise og humane",13,1,0,0.0,95.82399,0
62,193,Bør religion være involveret i politik?,At involvere religion i politik er i modstrid med principperne for et sekulært demokratisk samfund,14,1,0,100.0,100.0,0
63,175,Bør abort betragtes som mord?,Et foster eller en embryon er ikke en person; derfor bør abort ikke betragtes som mord.,15,1,0,100.0,100.0,0
64,138,Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?,Politikere valgt gennem lotteri ville være bedre til deres arbejde,10,1,0,0.0,0.0,0
65,281,Bør der ikke være nogen begrænsning for ytringsfriheden?,"Én persons frihed slutter, hvor en andens begynder: stødende og truende tale bør være ulovlig",13,1,0,59.03891,27.19872,0
66,112,Er stråling fra mobiltelefoner og Wi-fi skadeligt?,Mobiltelefonstråling absorberes mere af børns hjerner end af voksnes hjerner,13,1,0,50.0,50.0,1
67,107,Er det etisk forkert at se pornografi?,"At se pornografi bidrager til overtrædelser af menneskerettighederne, herunder kønslig ulighed",10,1,0,50.0,50.0,0
68,213,Er det etisk forkert at spise kød?,Vegetariske kostvaner bidrager direkte og indirekte til bedre sundhedsresultater for alle mennesker,13,1,0,100.0,14.29379,0
69,237,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,"Beviser og statistikker tyder på, at de handlinger, vi foretager os, er tilstrækkelige til at håndtere større klimaforandringer",17,1,0,0.0,19.35928,0
70,290,Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?,"Hvis vi beslutter os for at tilpasse os klimaforandringerne, vil vi miste evnen til at afværge dem",17,1,1,100.0,93.17064,0
71,54,Hjælper eller skader elektroniske apparater børns udvikling?,Elektroniske enheder kan gavne forældre ved at tilbyde dem større kontrol over deres børns udvikling,13,1,0,21.5302,12.48469,0
72,157,Er moderne teknologi er en ulempe for samfundet?,Teknologi har ændret hverdagen til det bedre for altid,9,1,0,73.51173,93.77367,0
73,162,Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?,"Mennesker, der lever i privilegerede positioner, har et moralsk ansvar for at ændre deres livsstil",13,1,1,100.0,100.0,0
74,233,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,"Menneskets evolution er langsommere end klimaforandringerne, hvilket gør det svært for mennesker at tilpasse sig klimaforandringer",20,1,1,100.0,66.15472,0
75,136,Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?,Politik ville være mere repræsentativt under et lotterisystem,9,1,0,100.0,100.0,0
76,236,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,Klimaforandringer sker langsomt. Vi kan tilpasse os inde for den tidsramme,10,1,0,0.0,68.68746,0
77,132,Hjælper eller skader sociale medier menneskelige relationer?,Sociale medier giver brugerne mulighed for at oprette forbindelse til flere mennesker,9,1,0,100.0,100.0,0
78,149,Er moderne teknologi er en ulempe for samfundet?,Et samfund bliver sårbart ved at stole for meget på teknologi ,9,1,1,100.0,67.48139,0
79,59,Hjælper eller skader elektroniske apparater børns udvikling?,Brugen af elektroniske enheder i skolen kan have en negativ indvirkning på børns karakterer,9,1,0,99.68341,74.47659,0
80,31,Er Darwins evolutionsteori filosofi eller videnskab?,Der er aldrig blevet dokumenteret et enkelt eksempel på evolution,9,1,0,0.0,0.0,1
81,272,Bør der ikke være nogen begrænsning for ytringsfriheden?,"Censur fører til snæversynethed, fordi det forhindrer ærlig og åben diskussion",11,1,0,86.05484,99.68341,0
82,220,Bør brugen af plastik undgås? ,"Jo mindre plastik vi bruger, desto mindre plastikforurening vil der være",12,1,0,100.0,100.0,0
83,101,Er det etisk forkert at se pornografi?,Onani er naturaligt og gavnligt og her er pornografi et brugbart hjælpemiddel,12,1,0,50.0,50.0,0
84,229,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,"Konsekvenserne af global opvarmning udgør en direkte trussel mod det land og miljø, der er nødvendigt for menneskets overlevelse",16,1,1,100.0,36.48544,0
85,289,Bør vi tilpasse os klimaforandringer i stedet for at forhindre dem?,"Tilpasning er en kortvarig løsning, mens afværgelse af klimaforandringer er en langvarig løsning",13,1,1,100.0,84.48695,0
86,121,Er videnskab lig religion?,"Både videnskab og religion kræver troen på noget, som du personligt ikke forstår for at fungere",16,1,0,0.0,3.92161,0
87,188,Bør religion være involveret i politik?,"Det er nødvendigt at involvere religion i politik for at sikre, at love og politikker er etiske",15,1,0,0.0,2.83614,0
88,150,Er moderne teknologi er en ulempe for samfundet?,"Teknologi gør det muligt for enkeltpersoner at eje eller kontrollere ejendom på afstand, hvilket mindsker den enkeltes direkte ansvar for ejendommen",19,1,0,100.0,81.95421,1
89,140,Bør et udvælgelseslotteri være en grundlæggende del af demokratiske politiske systemer?,"Der ville være mindre korruption ved lotteri, da al korruption ville forsvinde hver gang lotteriet fandt sted",16,1,0,0.0,60.24498,0
90,203,Bør salget af genetisk modificeret mad forbydes?,Et universelt forbud er ikke den rigtige tilgang til at håndtere eventuelle problemer med genetisk modificerede fødevarer,17,1,0,80.38632,50.0,0
91,166,Liv vs. valg: Bør abort være lovligt?,"For at opnå kønslig lighed er det fundamentalt, at individer kan kontrollere deres egen reproduktion",15,1,0,100.0,90.7585,0
92,204,Bør salget af genetisk modificeret mad forbydes?,GMO'er er mere omkostningseffektive end umodificerede fødevarer og medfører mange fordele,11,1,0,90.7585,10.43437,0
93,158,Bør nogle føle sig forpligtet til at ændre sin livsstil for at bekæmpe global opvarmning?,"Politikere og politiske partier bør være ansvarlige for at vedtage de love og reguleringer, der er nødvendige for at foretage ændringer i en stor skala",19,1,1,100.0,100.0,0
94,276,Bør der ikke være nogen begrænsning for ytringsfriheden?,Isoleret tale kan ikke påføre fysisk skade,9,1,0,10.79619,50.0,0
95,200,Bør salget af genetisk modificeret mad forbydes?,Genetiske modificerede fødevarer kan være skadelige for miljøet og økosystemer,11,1,0,81.8336,94.13549,0
96,176,Bør abort betragtes som mord?,At sidestille abort med mord ville få kvinder til at bruge usikre metoder og sætte deres liv i fare,17,1,1,100.0,100.0,0
97,242,Vil menneskeskabt klimaforandring føre til menneskehedens udryddelse?,Menneskeskabte kulstofemissioner vil sandsynligvis beskytte mennesker mod en anden istid,12,1,0,11.39923,50.0,0
98,151,Er moderne teknologi er en ulempe for samfundet?,Teknolgi forhindrer os i at nyde de nuværende øjeblikke,14,1,0,99.92462,22.13323,0
99,21,Er mennesker fundamentalt anderledes end andre dyr?,Mennesker er intellektuelt overlegne overfor andre væsener på Jorden ,9,1,1,100.0,96.30642,0
100,126,Er videnskab lig religion?,"Undersøgelse af definitionerne af religion viser fokus på guddommelighed og åndelighed, som slet ikke er til stede i vestlig videnskab",20,1,0,50.0,50.0,1
